State,Zip,CarrierType,VehicleType,cnt
TX,75980,INDIVIDUAL,BUS SCHOOL,3
TX,75980,LOCAL GOVERNMENT (U.S. ONLY),BUS SCHOOL,8
TX,76001,FOR HIRE,BUS NON SCHOOL,2
TX,76006,INDIVIDUAL,BUS NON SCHOOL,1
TX,76006,PRIVATE,BUS NON SCHOOL,1
TX,76006,PRIVATE,BUS SCHOOL,1
TX,76008,FOR HIRE,BUS NON SCHOOL,1
TX,76008,INDIVIDUAL,BUS NON SCHOOL,2
TX,76008,INDIVIDUAL,BUS SCHOOL,1
TX,76008,LOCAL GOVERNMENT (U.S. ONLY),BUS SCHOOL,6
TX,76008,PRIVATE,BUS SCHOOL,1
TX,76009,INDIVIDUAL,BUS NON SCHOOL,1
TX,76009,INDIVIDUAL,BUS SCHOOL,3
TX,76009,LOCAL GOVERNMENT (U.S. ONLY),BUS NON SCHOOL,1
TX,76009,LOCAL GOVERNMENT (U.S. ONLY),BUS SCHOOL,32
TX,76009,PRIVATE,BUS SCHOOL,2
TX,76010,PRIVATE,BUS SCHOOL,5
TX,76011,DEALER,BUS NON SCHOOL,1
TX,76011,INDIVIDUAL,BUS SCHOOL,1
TX,76011,PRIVATE,BUS NON SCHOOL,1
TX,76011,PRIVATE,BUS SCHOOL,6
TX,76012,INDIVIDUAL,BUS SCHOOL,1
TX,76012,PRIVATE,BUS SCHOOL,9
TX,76013,FOR HIRE,BUS NON SCHOOL,10
TX,76013,INDIVIDUAL,BUS SCHOOL,2
TX,76013,LOCAL GOVERNMENT (U.S. ONLY),BUS NON SCHOOL,1
TX,76013,LOCAL GOVERNMENT (U.S. ONLY),BUS SCHOOL,39
TX,76013,PRIVATE,BUS NON SCHOOL,1
TX,76013,PRIVATE,BUS SCHOOL,8
TX,76014,FOR HIRE,BUS NON SCHOOL,3
TX,76014,INDIVIDUAL,BUS NON SCHOOL,1
TX,76014,PRIVATE,BUS SCHOOL,1
TX,76015,INDIVIDUAL,BUS SCHOOL,1
TX,76015,PRIVATE,BUS SCHOOL,1
TX,76016,FINANCE LEASE,BUS NON SCHOOL,1
TX,76016,INDIVIDUAL,BUS NON SCHOOL,2
TX,76016,PRIVATE,BUS NON SCHOOL,1
TX,76016,PRIVATE,BUS SCHOOL,1
TX,76017,INDIVIDUAL,BUS NON SCHOOL,1
TX,76017,PRIVATE,BUS NON SCHOOL,2
TX,76017,PRIVATE,BUS SCHOOL,5
TX,76018,INDIVIDUAL,BUS SCHOOL,1
TX,76018,PRIVATE,BUS NON SCHOOL,2
TX,76018,PRIVATE,BUS SCHOOL,1
TX,76019,STATE GOVERNMENT (U.S. ONLY),BUS NON SCHOOL,1
TX,76020,INDIVIDUAL,BUS NON SCHOOL,5
TX,76020,INDIVIDUAL,BUS SCHOOL,3
TX,76020,LOCAL GOVERNMENT (U.S. ONLY),BUS NON SCHOOL,1
TX,76020,LOCAL GOVERNMENT (U.S. ONLY),BUS SCHOOL,28
TX,76020,PRIVATE,BUS SCHOOL,4
TX,76021,LOCAL GOVERNMENT (U.S. ONLY),BUS SCHOOL,1
TX,76021,PRIVATE,BUS NON SCHOOL,8
TX,76021,PRIVATE,BUS SCHOOL,2
TX,76022,LOCAL GOVERNMENT (U.S. ONLY),BUS SCHOOL,45
TX,76023,FOR HIRE,BUS SCHOOL,7
TX,76023,PRIVATE,BUS SCHOOL,1
TX,76028,FOR HIRE,BUS NON SCHOOL,4
TX,76028,FOR HIRE,BUS SCHOOL,3
TX,76028,FULL SERVICE LEASE,BUS SCHOOL,1
TX,76028,INDIVIDUAL,BUS NON SCHOOL,2
TX,76028,INDIVIDUAL,BUS SCHOOL,2
TX,76028,LOCAL GOVERNMENT (U.S. ONLY),BUS SCHOOL,3
TX,76028,PRIVATE,BUS SCHOOL,17
TX,76031,FINANCE LEASE,BUS SCHOOL,1
TX,76031,INDIVIDUAL,BUS NON SCHOOL,3
TX,76031,INDIVIDUAL,BUS SCHOOL,2
TX,76031,LOCAL GOVERNMENT (U.S. ONLY),BUS SCHOOL,4
TX,76031,PRIVATE,BUS NON SCHOOL,1
TX,76031,PRIVATE,BUS SCHOOL,2
TX,76033,INDIVIDUAL,BUS NON SCHOOL,4
TX,76033,INDIVIDUAL,BUS SCHOOL,1
TX,76033,LOCAL GOVERNMENT (U.S. ONLY),BUS SCHOOL,19
TX,76033,PRIVATE,BUS NON SCHOOL,2
TX,76033,PRIVATE,BUS SCHOOL,1
TX,76034,INDIVIDUAL,BUS NON SCHOOL,2
TX,76034,PRIVATE,BUS SCHOOL,4
TX,76036,FULL SERVICE LEASE,BUS SCHOOL,4
TX,76036,INDIVIDUAL,BUS NON SCHOOL,1
TX,76036,LOCAL GOVERNMENT (U.S. ONLY),BUS SCHOOL,9
TX,76036,PRIVATE,BUS NON SCHOOL,1
TX,76036,PRIVATE,BUS SCHOOL,25
TX,76039,PRIVATE,BUS SCHOOL,1
TX,76040,FOR HIRE,BUS NON SCHOOL,3
TX,76040,INDIVIDUAL,BUS SCHOOL,1
TX,76040,LOCAL GOVERNMENT (U.S. ONLY),BUS SCHOOL,1
TX,76040,PRIVATE,BUS NON SCHOOL,1
TX,76040,PRIVATE,BUS SCHOOL,1
TX,76043,INDIVIDUAL,BUS NON SCHOOL,1
TX,76043,INDIVIDUAL,BUS SCHOOL,1
TX,76043,LOCAL GOVERNMENT (U.S. ONLY),BUS SCHOOL,18
TX,76044,LOCAL GOVERNMENT (U.S. ONLY),BUS SCHOOL,17
TX,76048,INDIVIDUAL,BUS SCHOOL,1
TX,76048,LOCAL GOVERNMENT (U.S. ONLY),BUS NON SCHOOL,1
TX,76048,LOCAL GOVERNMENT (U.S. ONLY),BUS SCHOOL,30
TX,76048,PRIVATE,BUS SCHOOL,4
TX,76049,INDIVIDUAL,BUS NON SCHOOL,1
TX,76049,INDIVIDUAL,BUS SCHOOL,1
TX,76049,PRIVATE,BUS SCHOOL,2
TX,76050,INDIVIDUAL,BUS SCHOOL,1
TX,76050,LOCAL GOVERNMENT (U.S. ONLY),BUS SCHOOL,11
TX,76050,PRIVATE,BUS SCHOOL,1
TX,76051,FOR HIRE,BUS SCHOOL,1
TX,76051,FULL SERVICE LEASE,BUS SCHOOL,1
TX,76051,INDIVIDUAL,BUS SCHOOL,1
TX,76051,LOCAL GOVERNMENT (U.S. ONLY),BUS NON SCHOOL,3
TX,76051,LOCAL GOVERNMENT (U.S. ONLY),BUS SCHOOL,25
TX,76051,PRIVATE,BUS NON SCHOOL,4
TX,76051,PRIVATE,BUS SCHOOL,4
TX,76052,DEALER,BUS SCHOOL,1
TX,76052,FINANCE LEASE,BUS NON SCHOOL,1
TX,76052,FINANCE LEASE,BUS SCHOOL,1
TX,76052,FOR HIRE,BUS NON SCHOOL,1
TX,76052,INDIVIDUAL,BUS NON SCHOOL,1
TX,76052,INDIVIDUAL,BUS SCHOOL,1
TX,76052,PRIVATE,BUS SCHOOL,1
TX,76053,FOR HIRE,BUS NON SCHOOL,27
TX,76053,INDIVIDUAL,BUS NON SCHOOL,1
TX,76053,INDIVIDUAL,BUS SCHOOL,2
TX,76053,PRIVATE,BUS NON SCHOOL,8
TX,76053,PRIVATE,BUS SCHOOL,1
TX,76054,INDIVIDUAL,BUS SCHOOL,1
TX,76055,INDIVIDUAL,BUS SCHOOL,1
TX,76055,LOCAL GOVERNMENT (U.S. ONLY),BUS SCHOOL,10
TX,76058,FOR HIRE,BUS SCHOOL,12
TX,76058,PRIVATE,BUS SCHOOL,9
TX,76059,LOCAL GOVERNMENT (U.S. ONLY),BUS NON SCHOOL,1
TX,76059,LOCAL GOVERNMENT (U.S. ONLY),BUS SCHOOL,3
TX,76060,INDIVIDUAL,BUS NON SCHOOL,1
TX,76060,INDIVIDUAL,BUS SCHOOL,1
TX,76060,LOCAL GOVERNMENT (U.S. ONLY),BUS SCHOOL,6
TX,76063,INDIVIDUAL,BUS NON SCHOOL,2
TX,76063,INDIVIDUAL,BUS SCHOOL,1
TX,76063,LOCAL GOVERNMENT (U.S. ONLY),BUS SCHOOL,34
TX,76063,PRIVATE,BUS NON SCHOOL,3
TX,76063,PRIVATE,BUS SCHOOL,4
TX,76064,LOCAL GOVERNMENT (U.S. ONLY),BUS SCHOOL,9
TX,76065,DEALER,BUS SCHOOL,2
TX,76065,FOR HIRE,BUS SCHOOL,5
TX,76065,INDIVIDUAL,BUS NON SCHOOL,2
TX,76065,INDIVIDUAL,BUS SCHOOL,1
TX,76065,LOCAL GOVERNMENT (U.S. ONLY),BUS SCHOOL,24
TX,76065,PRIVATE,BUS NON SCHOOL,2
TX,76065,PRIVATE,BUS SCHOOL,1
TX,76066,INDIVIDUAL,BUS SCHOOL,4
TX,76066,LOCAL GOVERNMENT (U.S. ONLY),BUS SCHOOL,14
TX,76067,DEALER,BUS NON SCHOOL,1
TX,76067,INDIVIDUAL,BUS SCHOOL,4
TX,76067,LOCAL GOVERNMENT (U.S. ONLY),BUS NON SCHOOL,1
TX,76067,LOCAL GOVERNMENT (U.S. ONLY),BUS SCHOOL,22
TX,76067,PRIVATE,BUS SCHOOL,1
TX,76073,INDIVIDUAL,BUS NON SCHOOL,1
TX,76073,LOCAL GOVERNMENT (U.S. ONLY),BUS SCHOOL,15
TX,76073,PRIVATE,BUS SCHOOL,1
TX,76078,LOCAL GOVERNMENT (U.S. ONLY),BUS SCHOOL,1
TX,76078,PRIVATE,BUS NON SCHOOL,1
TX,76082,INDIVIDUAL,BUS SCHOOL,2
TX,76082,LOCAL GOVERNMENT (U.S. ONLY),BUS SCHOOL,21
TX,76082,PRIVATE,BUS SCHOOL,1
TX,76084,INDIVIDUAL,BUS NON SCHOOL,1
TX,76084,LOCAL GOVERNMENT (U.S. ONLY),BUS SCHOOL,14
TX,76085,INDIVIDUAL,BUS NON SCHOOL,1
TX,76085,INDIVIDUAL,BUS SCHOOL,2
TX,76086,FOR HIRE,BUS SCHOOL,4
TX,76086,FULL SERVICE LEASE,BUS SCHOOL,2
TX,76086,INDIVIDUAL,BUS NON SCHOOL,1
TX,76086,INDIVIDUAL,BUS SCHOOL,1
TX,76086,PRIVATE,BUS NON SCHOOL,4
TX,76086,PRIVATE,BUS SCHOOL,4
TX,76087,INDIVIDUAL,BUS NON SCHOOL,1
TX,76087,INDIVIDUAL,BUS SCHOOL,2
TX,76087,LOCAL GOVERNMENT (U.S. ONLY),BUS SCHOOL,13
TX,76087,PRIVATE,BUS SCHOOL,1
TX,76088,INDIVIDUAL,BUS NON SCHOOL,1
TX,76088,INDIVIDUAL,BUS SCHOOL,3
TX,76088,LOCAL GOVERNMENT (U.S. ONLY),BUS SCHOOL,4
TX,76088,PRIVATE,BUS SCHOOL,12
TX,76092,FOR HIRE,BUS NON SCHOOL,1
TX,76092,INDIVIDUAL,BUS NON SCHOOL,2
TX,76092,LOCAL GOVERNMENT (U.S. ONLY),BUS SCHOOL,11
TX,76092,PRIVATE,BUS NON SCHOOL,2
TX,76092,PRIVATE,BUS SCHOOL,1
TX,76093,LOCAL GOVERNMENT (U.S. ONLY),BUS SCHOOL,8
TX,76101,FINANCE LEASE,BUS NON SCHOOL,1
TX,76102,INDIVIDUAL,BUS NON SCHOOL,1
TX,76102,LOCAL GOVERNMENT (U.S. ONLY),BUS NON SCHOOL,8
TX,76102,PRIVATE,BUS NON SCHOOL,2
TX,76102,PRIVATE,BUS SCHOOL,2
TX,76103,PRIVATE,BUS SCHOOL,2
TX,76104,INDIVIDUAL,BUS SCHOOL,1
TX,76104,PRIVATE,BUS SCHOOL,2
TX,76105,PRIVATE,BUS NON SCHOOL,1
TX,76106,INDIVIDUAL,BUS NON SCHOOL,3
TX,76106,PRIVATE,BUS NON SCHOOL,7
TX,76107,FINANCE LEASE,BUS SCHOOL,2
TX,76107,INDIVIDUAL,BUS NON SCHOOL,2
TX,76107,INDIVIDUAL,BUS SCHOOL,3
TX,76107,LOCAL GOVERNMENT (U.S. ONLY),BUS SCHOOL,23
TX,76107,PRIVATE,BUS NON SCHOOL,3
TX,76107,PRIVATE,BUS SCHOOL,1
TX,76108,FINANCE LEASE,BUS NON SCHOOL,1
TX,76108,INDIVIDUAL,BUS SCHOOL,1
TX,76108,LOCAL GOVERNMENT (U.S. ONLY),BUS SCHOOL,4
TX,76108,PRIVATE,BUS NON SCHOOL,1
TX,76108,PRIVATE,BUS SCHOOL,8
TX,76109,PRIVATE,BUS NON SCHOOL,1
TX,76109,PRIVATE,BUS SCHOOL,3
TX,76110,FINANCE LEASE,BUS NON SCHOOL,1
TX,76110,FOR HIRE,BUS NON SCHOOL,3
TX,76110,INDIVIDUAL,BUS NON SCHOOL,1
TX,76110,INDIVIDUAL,BUS SCHOOL,1
TX,76110,PRIVATE,BUS NON SCHOOL,4
TX,76111,FOR HIRE,BUS NON SCHOOL,2
TX,76111,INDIVIDUAL,BUS NON SCHOOL,1
TX,76111,PRIVATE,BUS NON SCHOOL,9
TX,76111,PRIVATE,BUS SCHOOL,4
TX,76112,INDIVIDUAL,BUS NON SCHOOL,2
TX,76112,INDIVIDUAL,BUS SCHOOL,2
TX,76112,PRIVATE,BUS SCHOOL,2
TX,76114,INDIVIDUAL,BUS NON SCHOOL,2
TX,76114,INDIVIDUAL,BUS SCHOOL,1
TX,76114,LOCAL GOVERNMENT (U.S. ONLY),BUS SCHOOL,18
TX,76114,PRIVATE,BUS SCHOOL,1
TX,76115,DEALER,BUS NON SCHOOL,1
TX,76115,PRIVATE,BUS SCHOOL,1
TX,76116,FULL SERVICE LEASE,BUS NON SCHOOL,1
TX,76116,INDIVIDUAL,BUS SCHOOL,1
TX,76116,PRIVATE,BUS NON SCHOOL,2
TX,76116,PRIVATE,BUS SCHOOL,2
TX,76117,LOCAL GOVERNMENT (U.S. ONLY),BUS SCHOOL,29
TX,76117,PRIVATE,BUS NON SCHOOL,2
TX,76117,PRIVATE,BUS SCHOOL,2
TX,76118,FOR HIRE,BUS NON SCHOOL,3
TX,76118,INDIVIDUAL,BUS NON SCHOOL,1
TX,76118,PRIVATE,BUS NON SCHOOL,1
TX,76119,DEALER,BUS NON SCHOOL,3
TX,76119,FINANCE LEASE,BUS NON SCHOOL,2
TX,76119,FOR HIRE,BUS NON SCHOOL,19
TX,76119,LOCAL GOVERNMENT (U.S. ONLY),BUS SCHOOL,3
TX,76119,PRIVATE,BUS NON SCHOOL,2
TX,76119,PRIVATE,BUS SCHOOL,7
TX,76120,PRIVATE,BUS NON SCHOOL,1
TX,76120,PRIVATE,BUS SCHOOL,7
TX,76123,PRIVATE,BUS NON SCHOOL,1
TX,76126,INDIVIDUAL,BUS NON SCHOOL,2
TX,76126,INDIVIDUAL,BUS SCHOOL,1
TX,76126,PRIVATE,BUS SCHOOL,1
TX,76131,FOR HIRE,BUS SCHOOL,1
TX,76131,PRIVATE,BUS SCHOOL,1
TX,76132,PRIVATE,BUS NON SCHOOL,2
TX,76132,PRIVATE,BUS SCHOOL,1
TX,76133,INDIVIDUAL,BUS NON SCHOOL,1
TX,76133,LOCAL GOVERNMENT (U.S. ONLY),BUS SCHOOL,2
TX,76133,PRIVATE,BUS NON SCHOOL,1
TX,76133,PRIVATE,BUS SCHOOL,3
TX,76134,FOR HIRE,BUS SCHOOL,1
TX,76134,PRIVATE,BUS SCHOOL,2
TX,76135,INDIVIDUAL,BUS SCHOOL,1
TX,76135,LOCAL GOVERNMENT (U.S. ONLY),BUS SCHOOL,18
TX,76135,PRIVATE,BUS SCHOOL,7
TX,76137,FOR HIRE,BUS NON SCHOOL,7
TX,76137,INDIVIDUAL,BUS SCHOOL,4
TX,76137,PRIVATE,BUS SCHOOL,3
TX,76140,LOCAL GOVERNMENT (U.S. ONLY),BUS SCHOOL,28
TX,76140,PRIVATE,BUS SCHOOL,4
TX,76148,FOR HIRE,BUS NON SCHOOL,2
TX,76148,INDIVIDUAL,BUS NON SCHOOL,1
TX,76148,PRIVATE,BUS NON SCHOOL,1
TX,76148,PRIVATE,BUS SCHOOL,3
TX,76155,FINANCE LEASE,BUS NON SCHOOL,1
TX,76155,PRIVATE,BUS NON SCHOOL,1
TX,76155,PRIVATE,BUS SCHOOL,1
TX,76161,FINANCE LEASE,BUS NON SCHOOL,1
TX,76164,INDIVIDUAL,BUS NON SCHOOL,3
TX,76164,LOCAL GOVERNMENT (U.S. ONLY),BUS SCHOOL,1
TX,76164,PRIVATE,BUS NON SCHOOL,1
TX,76164,PRIVATE,BUS SCHOOL,2
TX,76177,FINANCE LEASE,BUS NON SCHOOL,1
TX,76177,FOR HIRE,BUS SCHOOL,2
TX,76177,MANUFACTURER SPONSORED LEASE,BUS NON SCHOOL,3
TX,76177,MANUFACTURER SPONSORED LEASE,BUS SCHOOL,10
TX,76177,PRIVATE,BUS NON SCHOOL,1
TX,76177,PRIVATE,BUS SCHOOL,1
TX,76179,FINANCE LEASE,BUS SCHOOL,1
TX,76179,FOR HIRE,BUS SCHOOL,13
TX,76179,INDIVIDUAL,BUS NON SCHOOL,7
TX,76179,INDIVIDUAL,BUS SCHOOL,1
TX,76179,PRIVATE,BUS SCHOOL,3
TX,76180,PRIVATE,BUS NON SCHOOL,1
TX,76180,PRIVATE,BUS SCHOOL,2
TX,76182,INDIVIDUAL,BUS NON SCHOOL,1
TX,76182,PRIVATE,BUS SCHOOL,5
TX,76196,LOCAL GOVERNMENT (U.S. ONLY),BUS NON SCHOOL,2
TX,76196,LOCAL GOVERNMENT (U.S. ONLY),BUS SCHOOL,2
TX,76201,INDIVIDUAL,BUS NON SCHOOL,3
TX,76201,LOCAL GOVERNMENT (U.S. ONLY),BUS SCHOOL,5
TX,76201,PRIVATE,BUS NON SCHOOL,1
TX,76201,PRIVATE,BUS SCHOOL,2
TX,76201,STATE GOVERNMENT (U.S. ONLY),BUS NON SCHOOL,2
TX,76204,STATE GOVERNMENT (U.S. ONLY),BUS NON SCHOOL,3
TX,76205,FOR HIRE,BUS NON SCHOOL,3
TX,76205,INDIVIDUAL,BUS NON SCHOOL,3
TX,76205,INDIVIDUAL,BUS SCHOOL,1
TX,76205,STATE GOVERNMENT (U.S. ONLY),BUS NON SCHOOL,4
TX,76205,STATE GOVERNMENT (U.S. ONLY),BUS SCHOOL,1
TX,76207,INDIVIDUAL,BUS SCHOOL,1
TX,76207,LOCAL GOVERNMENT (U.S. ONLY),BUS NON SCHOOL,2
TX,76207,LOCAL GOVERNMENT (U.S. ONLY),BUS SCHOOL,1
TX,76208,LOCAL GOVERNMENT (U.S. ONLY),BUS SCHOOL,21
TX,76208,PRIVATE,BUS SCHOOL,1
TX,76209,LOCAL GOVERNMENT (U.S. ONLY),BUS NON SCHOOL,1
TX,76209,PRIVATE,BUS SCHOOL,2
TX,76209,STATE GOVERNMENT (U.S. ONLY),BUS NON SCHOOL,3
TX,76210,INDIVIDUAL,BUS SCHOOL,2
TX,76210,LOCAL GOVERNMENT (U.S. ONLY),BUS SCHOOL,19
TX,76210,PRIVATE,BUS NON SCHOOL,1
TX,76210,PRIVATE,BUS SCHOOL,3
TX,76210,STATE GOVERNMENT (U.S. ONLY),BUS NON SCHOOL,2
TX,76225,INDIVIDUAL,BUS SCHOOL,1
TX,76225,LOCAL GOVERNMENT (U.S. ONLY),BUS SCHOOL,8
TX,76226,INDIVIDUAL,BUS NON SCHOOL,1
TX,76226,INDIVIDUAL,BUS SCHOOL,1
TX,76226,LOCAL GOVERNMENT (U.S. ONLY),BUS SCHOOL,11
TX,76226,PRIVATE,BUS NON SCHOOL,1
TX,76226,PRIVATE,BUS SCHOOL,5
TX,76227,INDIVIDUAL,BUS NON SCHOOL,1
TX,76227,INDIVIDUAL,BUS SCHOOL,1
TX,76227,PRIVATE,BUS NON SCHOOL,1
TX,76228,LOCAL GOVERNMENT (U.S. ONLY),BUS SCHOOL,5
TX,76230,LOCAL GOVERNMENT (U.S. ONLY),BUS SCHOOL,18
TX,76233,FULL SERVICE LEASE,BUS SCHOOL,1
TX,76233,LOCAL GOVERNMENT (U.S. ONLY),BUS SCHOOL,7
TX,76233,PRIVATE,BUS NON SCHOOL,1
TX,76234,INDIVIDUAL,BUS NON SCHOOL,1
TX,76234,INDIVIDUAL,BUS SCHOOL,1
TX,76234,LOCAL GOVERNMENT (U.S. ONLY),BUS SCHOOL,13
TX,76234,PRIVATE,BUS NON SCHOOL,2
TX,76234,PRIVATE,BUS SCHOOL,2
TX,76238,LOCAL GOVERNMENT (U.S. ONLY),BUS SCHOOL,9
TX,76239,INDIVIDUAL,BUS NON SCHOOL,1
TX,76239,LOCAL GOVERNMENT (U.S. ONLY),BUS SCHOOL,5
TX,76240,FOR HIRE,BUS NON SCHOOL,1
TX,76240,INDIVIDUAL,BUS NON SCHOOL,4
TX,76240,INDIVIDUAL,BUS SCHOOL,1
TX,76240,LOCAL GOVERNMENT (U.S. ONLY),BUS NON SCHOOL,1
TX,76240,LOCAL GOVERNMENT (U.S. ONLY),BUS SCHOOL,34
TX,76240,PRIVATE,BUS NON SCHOOL,2
TX,76240,PRIVATE,BUS SCHOOL,2
TX,76241,INDIVIDUAL,BUS SCHOOL,1
TX,76244,FULL SERVICE LEASE,BUS SCHOOL,2
TX,76244,INDIVIDUAL,BUS NON SCHOOL,1
TX,76244,INDIVIDUAL,BUS SCHOOL,1
TX,76244,PRIVATE,BUS NON SCHOOL,1
TX,76244,PRIVATE,BUS SCHOOL,21
TX,76247,FOR HIRE,BUS SCHOOL,3
TX,76247,FULL SERVICE LEASE,BUS SCHOOL,13
TX,76247,INDIVIDUAL,BUS NON SCHOOL,1
TX,76247,INDIVIDUAL,BUS SCHOOL,1
TX,76247,PRIVATE,BUS NON SCHOOL,1
TX,76247,PRIVATE,BUS SCHOOL,21
TX,76248,FINANCE LEASE,BUS SCHOOL,1
TX,76248,INDIVIDUAL,BUS NON SCHOOL,2
TX,76248,PRIVATE,BUS SCHOOL,1
TX,76249,INDIVIDUAL,BUS SCHOOL,1
TX,76249,LOCAL GOVERNMENT (U.S. ONLY),BUS SCHOOL,18
TX,76250,LOCAL GOVERNMENT (U.S. ONLY),BUS SCHOOL,7
TX,76251,LOCAL GOVERNMENT (U.S. ONLY),BUS SCHOOL,3
TX,76252,LOCAL GOVERNMENT (U.S. ONLY),BUS SCHOOL,8
TX,76252,PRIVATE,BUS SCHOOL,2
TX,76255,LOCAL GOVERNMENT (U.S. ONLY),BUS SCHOOL,12
TX,76258,LOCAL GOVERNMENT (U.S. ONLY),BUS SCHOOL,12
TX,76258,PRIVATE,BUS SCHOOL,1
TX,76259,INDIVIDUAL,BUS SCHOOL,1
TX,76259,LOCAL GOVERNMENT (U.S. ONLY),BUS SCHOOL,17
TX,76259,PRIVATE,BUS SCHOOL,2
TX,76261,INDIVIDUAL,BUS NON SCHOOL,1
TX,76262,INDIVIDUAL,BUS SCHOOL,2
TX,76262,MANUFACTURER SPONSORED LEASE,BUS NON SCHOOL,2
TX,76262,PRIVATE,BUS NON SCHOOL,3
TX,76262,PRIVATE,BUS SCHOOL,1
TX,76264,INDIVIDUAL,BUS SCHOOL,1
TX,76264,LOCAL GOVERNMENT (U.S. ONLY),BUS SCHOOL,6
TX,76264,PRIVATE,BUS SCHOOL,7
TX,76265,INDIVIDUAL,BUS SCHOOL,1
TX,76265,LOCAL GOVERNMENT (U.S. ONLY),BUS SCHOOL,5
TX,76266,INDIVIDUAL,BUS NON SCHOOL,1
TX,76266,INDIVIDUAL,BUS SCHOOL,1
TX,76266,LOCAL GOVERNMENT (U.S. ONLY),BUS SCHOOL,19
TX,76266,PRIVATE,BUS SCHOOL,2
TX,76267,LOCAL GOVERNMENT (U.S. ONLY),BUS SCHOOL,3
TX,76268,LOCAL GOVERNMENT (U.S. ONLY),BUS SCHOOL,1
TX,76270,INDIVIDUAL,BUS NON SCHOOL,1
TX,76270,INDIVIDUAL,BUS SCHOOL,1
TX,76271,FOR HIRE,BUS NON SCHOOL,1
TX,76271,INDIVIDUAL,BUS NON SCHOOL,1
TX,76271,LOCAL GOVERNMENT (U.S. ONLY),BUS SCHOOL,6
TX,76272,FOR HIRE,BUS NON SCHOOL,1
TX,76272,FULL SERVICE LEASE,BUS SCHOOL,3
TX,76272,LOCAL GOVERNMENT (U.S. ONLY),BUS NON SCHOOL,1
TX,76272,LOCAL GOVERNMENT (U.S. ONLY),BUS SCHOOL,5
TX,76273,FOR HIRE,BUS NON SCHOOL,1
TX,76273,INDIVIDUAL,BUS NON SCHOOL,2
TX,76273,INDIVIDUAL,BUS SCHOOL,3
TX,76273,LOCAL GOVERNMENT (U.S. ONLY),BUS SCHOOL,14
TX,76273,PRIVATE,BUS NON SCHOOL,1
TX,76301,FOR HIRE,BUS NON SCHOOL,1
TX,76301,FULL SERVICE LEASE,BUS SCHOOL,2
TX,76301,INDIVIDUAL,BUS SCHOOL,1
TX,76301,LOCAL GOVERNMENT (U.S. ONLY),BUS NON SCHOOL,9
TX,76301,LOCAL GOVERNMENT (U.S. ONLY),BUS SCHOOL,28
TX,76301,PRIVATE,BUS SCHOOL,3
TX,76302,INDIVIDUAL,BUS NON SCHOOL,1
TX,76302,PRIVATE,BUS NON SCHOOL,1
TX,76302,PRIVATE,BUS SCHOOL,4
TX,76305,INDIVIDUAL,BUS SCHOOL,1
TX,76305,LOCAL GOVERNMENT (U.S. ONLY),BUS SCHOOL,1
TX,76306,LOCAL GOVERNMENT (U.S. ONLY),BUS SCHOOL,10
TX,76307,LOCAL GOVERNMENT (U.S. ONLY),BUS SCHOOL,4
TX,76308,FOR HIRE,BUS SCHOOL,1
TX,76308,INDIVIDUAL,BUS NON SCHOOL,1
TX,76308,LOCAL GOVERNMENT (U.S. ONLY),BUS NON SCHOOL,2
TX,76309,INDIVIDUAL,BUS SCHOOL,2
TX,76309,PRIVATE,BUS SCHOOL,1
TX,76310,FINANCE LEASE,BUS SCHOOL,3
TX,76310,FULL SERVICE LEASE,BUS SCHOOL,1
TX,76310,LOCAL GOVERNMENT (U.S. ONLY),BUS SCHOOL,16
TX,76310,PRIVATE,BUS NON SCHOOL,3
TX,76351,LOCAL GOVERNMENT (U.S. ONLY),BUS SCHOOL,9
TX,76354,FOR HIRE,BUS SCHOOL,24
TX,76354,LOCAL GOVERNMENT (U.S. ONLY),BUS NON SCHOOL,1
TX,76354,LOCAL GOVERNMENT (U.S. ONLY),BUS SCHOOL,21
TX,76354,PRIVATE,BUS SCHOOL,5
TX,76357,INDIVIDUAL,BUS SCHOOL,1
TX,76360,INDIVIDUAL,BUS NON SCHOOL,1
TX,76360,LOCAL GOVERNMENT (U.S. ONLY),BUS SCHOOL,3
TX,76364,LOCAL GOVERNMENT (U.S. ONLY),BUS SCHOOL,3
TX,76365,LOCAL GOVERNMENT (U.S. ONLY),BUS SCHOOL,24
TX,76366,LOCAL GOVERNMENT (U.S. ONLY),BUS SCHOOL,9
TX,76366,PRIVATE,BUS SCHOOL,1
TX,76367,INDIVIDUAL,BUS NON SCHOOL,1
TX,76367,INDIVIDUAL,BUS SCHOOL,2
TX,76367,LOCAL GOVERNMENT (U.S. ONLY),BUS NON SCHOOL,1
TX,76367,LOCAL GOVERNMENT (U.S. ONLY),BUS SCHOOL,16
TX,76371,INDIVIDUAL,BUS SCHOOL,1
TX,76371,LOCAL GOVERNMENT (U.S. ONLY),BUS SCHOOL,5
TX,76372,LOCAL GOVERNMENT (U.S. ONLY),BUS SCHOOL,5
TX,76372,PRIVATE,BUS SCHOOL,2
TX,76374,LOCAL GOVERNMENT (U.S. ONLY),BUS SCHOOL,7
TX,76377,LOCAL GOVERNMENT (U.S. ONLY),BUS SCHOOL,14
TX,76379,INDIVIDUAL,BUS NON SCHOOL,1
TX,76380,LOCAL GOVERNMENT (U.S. ONLY),BUS SCHOOL,7
TX,76380,PRIVATE,BUS NON SCHOOL,1
